"cohort_start_date","dose","vaccination_campaign","n_dose_day"
2022-09-13,2,"None",182
2022-09-13,3,"None",186
2022-09-13,4,"None",3001
2022-09-13,5,"None",2122
2022-09-13,6,"None",180
2022-09-13,7,"None",5
2022-09-14,1,"None",189
2022-09-14,2,"None",169
2022-09-14,3,"None",169
2022-09-14,4,"None",2838
2022-09-14,5,"None",2277
2022-09-14,6,"None",122
2022-09-15,1,"None",211
2022-09-15,2,"None",217
2022-09-15,3,"None",193
2022-09-15,4,"None",3046
2022-09-15,5,"None",2196
2022-09-15,6,"None",111
2022-09-15,7,"None",5
2022-09-16,1,"None",189
2022-09-16,2,"None",168
2022-09-16,3,"None",161
2022-09-16,4,"None",3159
2022-09-16,5,"None",2463
2022-09-16,6,"None",132
2022-09-17,1,"None",212
2022-09-17,2,"None",252
2022-09-17,3,"None",141
2022-09-17,4,"None",1832
2022-09-17,5,"None",1700
2022-09-17,6,"None",202
2022-09-18,1,"None",104
2022-09-18,2,"None",351
2022-09-18,3,"None",65
2022-09-18,4,"None",1216
2022-09-18,5,"None",944
2022-09-18,6,"None",123
2022-09-19,1,"None",102
2022-09-19,2,"None",110
2022-09-19,3,"None",148
2022-09-19,4,"None",2121
2022-09-19,5,"None",2776
2022-09-19,6,"None",55
2022-09-20,1,"None",241
2022-09-20,2,"None",214
2022-09-20,3,"None",215
2022-09-20,4,"None",4917
2022-09-20,5,"None",5194
2022-09-20,6,"None",173
2022-09-21,1,"None",270
2022-09-21,2,"None",228
2022-09-21,3,"None",248
2022-09-21,4,"None",5235
2022-09-21,5,"None",5536
2022-09-21,6,"None",208
2022-09-21,7,"None",5
2022-09-22,1,"None",260
2022-09-22,2,"None",240
2022-09-22,3,"None",214
2022-09-22,4,"None",5180
2022-09-22,5,"None",5059
2022-09-22,6,"None",179
2022-09-23,1,"None",244
2022-09-23,2,"None",199
2022-09-23,3,"None",229
2022-09-23,4,"None",5075
2022-09-23,5,"None",5764
2022-09-23,6,"None",212
2022-09-24,1,"None",292
2022-09-24,2,"None",451
2022-09-24,3,"None",221
2022-09-24,4,"None",6196
2022-09-24,5,"None",5625
2022-09-24,6,"None",192
2022-09-24,7,"None",5
2022-09-25,1,"None",181
2022-09-25,2,"None",233
2022-09-25,3,"None",151
2022-09-25,4,"None",2826
2022-09-25,5,"None",3497
2022-09-25,6,"None",89
2022-09-26,1,"None",242
2022-09-26,2,"None",174
2022-09-26,3,"None",180
2022-09-26,4,"None",4466
2022-09-26,5,"None",3868
2022-09-26,6,"None",120
2022-09-27,1,"None",354
2022-09-27,2,"None",312
2022-09-27,3,"None",260
2022-09-27,4,"None",5953
2022-09-27,5,"None",5759
2022-09-27,6,"None",213
2022-09-28,1,"None",322
2022-09-28,2,"None",280
2022-09-28,3,"None",238
2022-09-28,4,"None",5856
2022-09-28,5,"None",5068
2022-09-28,6,"None",190
2022-09-28,7,"None",5
2022-09-29,1,"None",296
2022-09-29,2,"None",260
2022-09-29,3,"None",232
2022-09-29,4,"None",7349
2022-09-29,5,"None",5526
2022-09-29,6,"None",188
2022-09-30,1,"None",245
2022-09-30,2,"None",184
2022-09-30,3,"None",198
2022-09-30,4,"None",6038
2022-09-30,5,"None",3936
2022-09-30,6,"None",130
2022-10-01,1,"None",356
2022-10-01,2,"None",484
2022-10-01,3,"None",176
2022-10-01,4,"None",8921
2022-10-01,5,"None",4919
2022-10-01,6,"None",162
2022-10-02,1,"None",197
2022-10-02,2,"None",280
2022-10-02,3,"None",116
2022-10-02,4,"None",5185
2022-10-02,5,"None",3331
2022-10-02,6,"None",113
2022-10-03,1,"None",275
2022-10-03,2,"None",231
2022-10-03,3,"None",214
2022-10-03,4,"None",7193
2022-10-03,5,"None",3196
2022-10-03,6,"None",98
2022-10-04,1,"None",361
2022-10-04,2,"None",248
2022-10-04,3,"None",282
2022-10-04,4,"None",9356
2022-10-04,5,"None",3527
2022-10-04,6,"None",150
2022-10-05,1,"None",297
2022-10-05,2,"None",254
2022-10-05,3,"None",222
2022-10-05,4,"None",8664
2022-10-05,5,"None",3517
2022-10-05,6,"None",128
2022-10-06,1,"None",360
2022-10-06,2,"None",220
2022-10-06,3,"None",229
2022-10-06,4,"None",9298
2022-10-06,5,"None",3635
2022-10-06,6,"None",147
2022-10-07,1,"None",324
2022-10-07,2,"None",233
2022-10-07,3,"None",230
2022-10-07,4,"None",8822
2022-10-07,5,"None",3727
2022-10-07,6,"None",89
2022-10-07,7,"None",5
2022-10-08,1,"None",420
2022-10-08,2,"None",437
2022-10-08,3,"None",274
2022-10-08,4,"None",10835
2022-10-08,5,"None",5700
2022-10-08,6,"None",227
2022-10-08,7,"None",5
2022-10-09,1,"None",171
2022-10-09,2,"None",223
2022-10-09,3,"None",127
2022-10-09,4,"None",5669
2022-10-09,5,"None",2004
2022-10-09,6,"None",110
2022-10-09,7,"None",5
2022-10-10,1,"None",344
2022-10-10,2,"None",237
2022-10-10,3,"None",247
2022-10-10,4,"None",9410
2022-10-10,5,"None",3425
2022-10-10,6,"None",193
2022-10-11,1,"None",459
2022-10-11,2,"None",266
2022-10-11,3,"None",261
2022-10-11,4,"None",11158
2022-10-11,5,"None",3851
2022-10-11,6,"None",132
2022-10-11,7,"None",5
2022-10-12,1,"None",445
2022-10-12,2,"None",274
2022-10-12,3,"None",223
2022-10-12,4,"None",10210
2022-10-12,5,"None",3523
2022-10-12,6,"None",143
2022-10-12,7,"None",5
2022-10-13,1,"None",430
2022-10-13,2,"None",272
2022-10-13,3,"None",286
2022-10-13,4,"None",10805
2022-10-13,5,"None",3681
2022-10-13,6,"None",143
2022-10-14,1,"None",307
2022-10-14,2,"None",273
2022-10-14,3,"None",269
2022-10-14,4,"None",10013
2022-10-14,5,"None",2805
2022-10-14,6,"None",128
2022-10-15,1,"None",647
2022-10-15,2,"None",998
2022-10-15,3,"None",605
2022-10-15,4,"None",14754
2022-10-15,5,"None",5046
2022-10-15,6,"None",273
2022-10-15,7,"None",5
2022-10-16,1,"None",234
2022-10-16,2,"None",313
2022-10-16,3,"None",157
2022-10-16,4,"None",6436
2022-10-16,5,"None",1617
2022-10-16,6,"None",73
2022-10-17,1,"None",361
2022-10-17,2,"None",283
2022-10-17,3,"None",288
2022-10-17,4,"None",8760
2022-10-17,5,"None",2140
2022-10-17,6,"None",128
2022-10-18,1,"None",371
2022-10-18,2,"None",250
2022-10-18,3,"None",286
2022-10-18,4,"None",10352
2022-10-18,5,"None",2388
2022-10-18,6,"None",128
2022-10-19,1,"None",438
2022-10-19,2,"None",262
2022-10-19,3,"None",263
2022-10-19,4,"None",10373
2022-10-19,5,"None",2790
2022-10-19,6,"None",128
2022-10-19,7,"None",5
2022-10-20,1,"None",427
2022-10-20,2,"None",293
2022-10-20,3,"None",303
2022-10-20,4,"None",12287
2022-10-20,5,"None",2445
2022-10-20,6,"None",148
2022-10-21,1,"None",373
2022-10-21,2,"None",249
2022-10-21,3,"None",277
2022-10-21,4,"None",9749
2022-10-21,5,"None",2027
2022-10-21,6,"None",120
2022-10-22,1,"None",450
2022-10-22,2,"None",788
2022-10-22,3,"None",700
2022-10-22,4,"None",11890
2022-10-22,5,"None",2782
2022-10-22,6,"None",141
2022-10-23,1,"None",228
2022-10-23,2,"None",245
2022-10-23,3,"None",124
2022-10-23,4,"None",5339
2022-10-23,5,"None",1005
2022-10-23,6,"None",58
2022-10-24,1,"None",329
2022-10-24,2,"None",274
2022-10-24,3,"None",244
2022-10-24,4,"None",9393
2022-10-24,5,"None",1765
2022-10-24,6,"None",175
2022-10-24,7,"None",5
2022-10-25,1,"None",453
2022-10-25,2,"None",348
2022-10-25,3,"None",306
2022-10-25,4,"None",11751
2022-10-25,5,"None",2216
2022-10-25,6,"None",172
2022-10-26,1,"None",383
2022-10-26,2,"None",285
2022-10-26,3,"None",313
2022-10-26,4,"None",11367
2022-10-26,5,"None",1884
2022-10-26,6,"None",161
2022-10-26,7,"None",5
2022-10-27,1,"None",406
2022-10-27,2,"None",264
2022-10-27,3,"None",299
2022-10-27,4,"None",11248
2022-10-27,5,"None",1661
2022-10-27,6,"None",144
2022-10-27,7,"None",5
2022-10-28,1,"None",400
2022-10-28,2,"None",289
2022-10-28,3,"None",296
2022-10-28,4,"None",10238
2022-10-28,5,"None",1372
2022-10-28,6,"None",105
2022-10-28,7,"None",5
2022-10-29,1,"None",386
2022-10-29,2,"None",324
2022-10-29,3,"None",353
2022-10-29,4,"None",10731
2022-10-29,5,"None",1810
2022-10-29,6,"None",167
2022-10-30,1,"None",232
2022-10-30,2,"None",244
2022-10-30,3,"None",165
2022-10-30,4,"None",5991
2022-10-30,5,"None",637
2022-10-30,6,"None",61
2022-10-31,1,"None",362
2022-10-31,2,"None",192
2022-10-31,3,"None",215
2022-10-31,4,"None",8139
2022-10-31,5,"None",861
2022-10-31,6,"None",107
2022-10-31,7,"None",5
2022-11-01,1,"None",377
2022-11-01,2,"None",245
2022-11-01,3,"None",264
2022-11-01,4,"None",9664
2022-11-01,5,"None",1147
2022-11-01,6,"None",117
2022-11-02,1,"None",365
2022-11-02,2,"None",237
2022-11-02,3,"None",238
2022-11-02,4,"None",8882
2022-11-02,5,"None",1110
2022-11-02,6,"None",99
2022-11-03,1,"None",366
2022-11-03,2,"None",235
2022-11-03,3,"None",250
2022-11-03,4,"None",9777
2022-11-03,5,"None",1137
2022-11-03,6,"None",123
2022-11-04,1,"None",416
2022-11-04,2,"None",290
2022-11-04,3,"None",278
2022-11-04,4,"None",9832
2022-11-04,5,"None",1048
2022-11-04,6,"None",91
2022-11-05,1,"None",354
2022-11-05,2,"None",307
2022-11-05,3,"None",316
2022-11-05,4,"None",9757
2022-11-05,5,"None",1447
2022-11-05,6,"None",118
2022-11-06,1,"None",242
2022-11-06,2,"None",175
2022-11-06,3,"None",147
2022-11-06,4,"None",5709
2022-11-06,5,"None",498
2022-11-06,6,"None",45
2022-11-07,1,"None",339
2022-11-07,2,"None",200
2022-11-07,3,"None",218
2022-11-07,4,"None",8785
2022-11-07,5,"None",867
2022-11-07,6,"None",83
2022-11-08,1,"None",371
2022-11-08,2,"None",233
2022-11-08,3,"None",237
2022-11-08,4,"None",10295
2022-11-08,5,"None",1275
2022-11-08,6,"None",108
2022-11-09,1,"None",354
2022-11-09,2,"None",237
2022-11-09,3,"None",228
2022-11-09,4,"None",8484
2022-11-09,5,"None",995
2022-11-09,6,"None",92
2022-11-10,1,"None",362
2022-11-10,2,"None",226
2022-11-10,3,"None",289
2022-11-10,4,"None",8881
2022-11-10,5,"None",1172
2022-11-10,6,"None",97
2022-11-10,7,"None",5
2022-11-11,1,"None",350
2022-11-11,2,"None",288
2022-11-11,3,"None",252
2022-11-11,4,"None",7690
2022-11-11,5,"None",876
2022-11-11,6,"None",73
2022-11-12,1,"None",389
2022-11-12,2,"None",470
2022-11-12,3,"None",384
2022-11-12,4,"None",8954
2022-11-12,5,"None",1311
2022-11-12,6,"None",145
2022-11-13,1,"None",244
2022-11-13,2,"None",317
2022-11-13,3,"None",246
2022-11-13,4,"None",3232
2022-11-13,5,"None",293
2022-11-13,6,"None",35
2022-11-14,1,"None",296
2022-11-14,2,"None",185
2022-11-14,3,"None",268
2022-11-14,4,"None",6783
2022-11-14,5,"None",861
2022-11-14,6,"None",89
2022-11-15,1,"None",412
2022-11-15,2,"None",221
2022-11-15,3,"None",265
2022-11-15,4,"None",7453
2022-11-15,5,"None",1019
2022-11-15,6,"None",83
2022-11-16,1,"None",305
2022-11-16,2,"None",216
2022-11-16,3,"None",247
2022-11-16,4,"None",7248
2022-11-16,5,"None",972
2022-11-16,6,"None",65
2022-11-17,1,"None",327
2022-11-17,2,"None",219
2022-11-17,3,"None",334
2022-11-17,4,"None",7285
2022-11-17,5,"None",751
2022-11-17,6,"None",114
2022-11-18,1,"None",280
2022-11-18,2,"None",171
2022-11-18,3,"None",213
2022-11-18,4,"None",7114
2022-11-18,5,"None",889
2022-11-18,6,"None",61
2022-11-19,1,"None",330
2022-11-19,2,"None",435
2022-11-19,3,"None",290
2022-11-19,4,"None",6600
2022-11-19,5,"None",761
2022-11-19,6,"None",73
2022-11-20,1,"None",208
2022-11-20,2,"None",176
2022-11-20,3,"None",188
2022-11-20,4,"None",3604
2022-11-20,5,"None",302
2022-11-20,6,"None",17
2022-11-21,1,"None",300
2022-11-21,2,"None",190
2022-11-21,3,"None",230
2022-11-21,4,"None",6771
2022-11-21,5,"None",586
2022-11-21,6,"None",59
2022-11-22,1,"None",294
2022-11-22,2,"None",177
2022-11-22,3,"None",229
2022-11-22,4,"None",6893
2022-11-22,5,"None",650
2022-11-22,6,"None",69
2022-11-23,1,"None",295
2022-11-23,2,"None",195
2022-11-23,3,"None",231
2022-11-23,4,"None",6358
2022-11-23,5,"None",671
2022-11-23,6,"None",61
2022-11-24,1,"None",322
2022-11-24,2,"None",215
2022-11-24,3,"None",240
2022-11-24,4,"None",6274
2022-11-24,5,"None",586
2022-11-24,6,"None",43
2022-11-25,1,"None",304
2022-11-25,2,"None",240
2022-11-25,3,"None",318
2022-11-25,4,"None",6403
2022-11-25,5,"None",454
2022-11-25,6,"None",42
2022-11-25,7,"None",5
2022-11-26,1,"None",307
2022-11-26,2,"None",380
2022-11-26,3,"None",342
2022-11-26,4,"None",5757
2022-11-26,5,"None",546
2022-11-26,6,"None",41
2022-11-27,1,"None",217
2022-11-27,2,"None",252
2022-11-27,3,"None",185
2022-11-27,4,"None",3604
2022-11-27,5,"None",227
2022-11-27,6,"None",16
2022-11-28,1,"None",213
2022-11-28,2,"None",157
2022-11-28,3,"None",196
2022-11-28,4,"None",5363
2022-11-28,5,"None",390
2022-11-28,6,"None",41
2022-11-29,1,"None",274
2022-11-29,2,"None",124
2022-11-29,3,"None",173
2022-11-29,4,"None",5031
2022-11-29,5,"None",419
2022-11-29,6,"None",58
2022-11-30,1,"None",297
2022-11-30,2,"None",154
2022-11-30,3,"None",233
2022-11-30,4,"None",5617
2022-11-30,5,"None",543
2022-11-30,6,"None",51
2022-11-30,7,"None",5
2022-12-01,1,"None",311
2022-12-01,2,"None",190
2022-12-01,3,"None",196
2022-12-01,4,"None",5277
2022-12-01,5,"None",475
2022-12-01,6,"None",39
2022-12-02,1,"None",261
2022-12-02,2,"None",159
2022-12-02,3,"None",187
2022-12-02,4,"None",4884
2022-12-02,5,"None",399
2022-12-02,6,"None",22
2022-12-03,1,"None",221
2022-12-03,2,"None",218
2022-12-03,3,"None",220
2022-12-03,4,"None",3490
2022-12-03,5,"None",168
2022-12-03,6,"None",22
2022-12-04,1,"None",135
2022-12-04,2,"None",259
2022-12-04,3,"None",113
2022-12-04,4,"None",1948
2022-12-04,5,"None",104
2022-12-04,6,"None",13
2022-12-05,1,"None",221
2022-12-05,2,"None",131
2022-12-05,3,"None",119
2022-12-05,4,"None",3942
2022-12-05,5,"None",303
2022-12-05,6,"None",44
2022-12-05,7,"None",5
2022-12-06,1,"None",222
2022-12-06,2,"None",125
2022-12-06,3,"None",123
2022-12-06,4,"None",3593
2022-12-06,5,"None",428
2022-12-06,6,"None",52
2022-12-07,1,"None",197
2022-12-07,2,"None",104
2022-12-07,3,"None",116
2022-12-07,4,"None",3304
2022-12-07,5,"None",430
2022-12-07,6,"None",34
2022-12-08,1,"None",197
2022-12-08,2,"None",103
2022-12-08,3,"None",95
2022-12-08,4,"None",3061
2022-12-08,5,"None",300
2022-12-08,6,"None",39
2022-12-09,1,"None",157
2022-12-09,2,"None",105
2022-12-09,3,"None",110
2022-12-09,4,"None",2821
2022-12-09,5,"None",381
2022-12-09,6,"None",27
2022-12-09,7,"None",5
2022-12-10,1,"None",179
2022-12-10,2,"None",314
2022-12-10,3,"None",211
2022-12-10,4,"None",1495
2022-12-10,5,"None",94
2022-12-10,6,"None",18
2022-12-11,1,"None",126
2022-12-11,2,"None",387
2022-12-11,3,"None",81
2022-12-11,4,"None",1154
2022-12-11,5,"None",71
2022-12-11,6,"None",15
2022-12-12,1,"None",168
2022-12-12,2,"None",108
2022-12-12,3,"None",94
2022-12-12,4,"None",2728
2022-12-12,5,"None",244
2022-12-12,6,"None",28
2022-12-13,1,"None",122
2022-12-13,2,"None",64
2022-12-13,3,"None",75
2022-12-13,4,"None",1980
2022-12-13,5,"None",220
2022-12-13,6,"None",26
2022-12-14,1,"None",125
2022-12-14,2,"None",89
2022-12-14,3,"None",80
2022-12-14,4,"None",1978
2022-12-14,5,"None",176
2022-12-14,6,"None",17
2022-12-15,1,"None",101
2022-12-15,2,"None",52
2022-12-15,3,"None",64
2022-12-15,4,"None",1402
2022-12-15,5,"None",117
2022-12-15,6,"None",5
2022-12-16,1,"None",133
2022-12-16,2,"None",101
2022-12-16,3,"None",83
2022-12-16,4,"None",1959
2022-12-16,5,"None",181
2022-12-16,6,"None",19
2022-12-17,1,"None",125
2022-12-17,2,"None",146
2022-12-17,3,"None",127
2022-12-17,4,"None",1209
2022-12-17,5,"None",66
2022-12-17,6,"None",9
2022-12-18,1,"None",58
2022-12-18,2,"None",75
2022-12-18,3,"None",52
2022-12-18,4,"None",613
2022-12-18,5,"None",34
2022-12-18,6,"None",8
2022-12-19,1,"None",119
2022-12-19,2,"None",69
2022-12-19,3,"None",71
2022-12-19,4,"None",1408
2022-12-19,5,"None",162
2022-12-19,6,"None",13
2022-12-20,1,"None",87
2022-12-20,2,"None",32
2022-12-20,3,"None",48
2022-12-20,4,"None",1199
2022-12-20,5,"None",109
2022-12-20,6,"None",6
2022-12-21,1,"None",75
2022-12-21,2,"None",47
2022-12-21,3,"None",50
2022-12-21,4,"None",791
2022-12-21,5,"None",94
2022-12-21,6,"None",13
2022-12-22,1,"None",88
2022-12-22,2,"None",59
2022-12-22,3,"None",53
2022-12-22,4,"None",1056
2022-12-22,5,"None",103
2022-12-22,6,"None",8
2022-12-23,1,"None",46
2022-12-23,2,"None",26
2022-12-23,3,"None",34
2022-12-23,4,"None",514
2022-12-23,5,"None",46
2022-12-23,6,"None",5
2022-12-24,1,"None",5
2022-12-24,3,"None",5
2022-12-24,4,"None",13
2022-12-24,5,"None",5
2022-12-26,3,"None",5
2022-12-26,4,"None",5
2022-12-27,1,"None",5
2022-12-27,3,"None",5
2022-12-27,4,"None",14
2022-12-27,5,"None",5
2022-12-28,1,"None",62
2022-12-28,2,"None",24
2022-12-28,3,"None",29
2022-12-28,4,"None",477
2022-12-28,5,"None",60
2022-12-28,6,"None",8
2022-12-29,1,"None",43
2022-12-29,2,"None",41
2022-12-29,3,"None",36
2022-12-29,4,"None",568
2022-12-29,5,"None",47
2022-12-29,6,"None",8
2022-12-30,1,"None",72
2022-12-30,2,"None",28
2022-12-30,3,"None",32
2022-12-30,4,"None",522
2022-12-30,5,"None",35
2022-12-30,6,"None",10
2022-12-31,1,"None",5
2022-12-31,2,"None",5
2022-12-31,3,"None",5
2022-12-31,4,"None",17
2022-12-31,5,"None",5
2023-01-02,1,"None",10
2023-01-02,2,"None",5
2023-01-02,3,"None",5
2023-01-02,4,"None",32
2023-01-02,5,"None",5
2023-01-03,1,"None",35
2023-01-03,2,"None",26
2023-01-03,3,"None",27
2023-01-03,4,"None",312
2023-01-03,5,"None",137
2023-01-03,6,"None",35
2023-01-03,7,"None",5
2023-01-04,1,"None",89
2023-01-04,2,"None",65
2023-01-04,3,"None",45
2023-01-04,4,"None",737
2023-01-04,5,"None",112
2023-01-04,6,"None",7
2023-01-05,1,"None",69
2023-01-05,2,"None",46
2023-01-05,3,"None",57
2023-01-05,4,"None",779
2023-01-05,5,"None",121
2023-01-05,6,"None",9
2023-01-06,1,"None",79
2023-01-06,2,"None",55
2023-01-06,3,"None",45
2023-01-06,4,"None",806
2023-01-06,5,"None",55
2023-01-06,6,"None",8
2023-01-07,1,"None",78
2023-01-07,2,"None",89
2023-01-07,3,"None",44
2023-01-07,4,"None",472
2023-01-07,5,"None",29
2023-01-07,6,"None",5
2023-01-08,1,"None",18
2023-01-08,2,"None",26
2023-01-08,3,"None",12
2023-01-08,4,"None",176
2023-01-08,5,"None",16
2023-01-08,6,"None",5
2023-01-09,1,"None",60
2023-01-09,2,"None",34
2023-01-09,3,"None",46
2023-01-09,4,"None",674
2023-01-09,5,"None",99
2023-01-09,6,"None",5
2023-01-10,1,"None",61
2023-01-10,2,"None",50
2023-01-10,3,"None",51
2023-01-10,4,"None",737
2023-01-10,5,"None",100
2023-01-10,6,"None",9
2023-01-11,1,"None",65
2023-01-11,2,"None",45
2023-01-11,3,"None",42
2023-01-11,4,"None",657
2023-01-11,5,"None",92
2023-01-11,6,"None",10
2023-01-11,7,"None",5
2023-01-12,1,"None",48
2023-01-12,2,"None",33
2023-01-12,3,"None",41
2023-01-12,4,"None",571
2023-01-12,5,"None",64
2023-01-12,6,"None",8
2023-01-13,1,"None",60
2023-01-13,2,"None",40
2023-01-13,3,"None",44
2023-01-13,4,"None",496
2023-01-13,5,"None",59
2023-01-13,6,"None",5
2023-01-14,1,"None",60
2023-01-14,2,"None",57
2023-01-14,3,"None",36
2023-01-14,4,"None",295
2023-01-14,5,"None",16
2023-01-14,6,"None",5
2023-01-15,1,"None",20
2023-01-15,2,"None",30
2023-01-15,3,"None",9
2023-01-15,4,"None",137
2023-01-15,5,"None",18
2023-01-16,1,"None",60
2023-01-16,2,"None",70
2023-01-16,3,"None",42
2023-01-16,4,"None",388
2023-01-16,5,"None",70
2023-01-16,6,"None",10
2023-01-17,1,"None",64
2023-01-17,2,"None",80
2023-01-17,3,"None",19
2023-01-17,4,"None",384
2023-01-17,5,"None",95
2023-01-17,6,"None",34
2023-01-18,1,"None",44
2023-01-18,2,"None",58
2023-01-18,3,"None",28
2023-01-18,4,"None",334
2023-01-18,5,"None",85
2023-01-18,6,"None",12
2023-01-18,7,"None",5
2023-01-19,1,"None",58
2023-01-19,2,"None",57
2023-01-19,3,"None",19
2023-01-19,4,"None",353
2023-01-19,5,"None",116
2023-01-19,6,"None",5
2023-01-20,1,"None",56
2023-01-20,2,"None",42
2023-01-20,3,"None",36
2023-01-20,4,"None",453
2023-01-20,5,"None",81
2023-01-20,6,"None",7
2023-01-21,1,"None",58
2023-01-21,2,"None",117
2023-01-21,3,"None",33
2023-01-21,4,"None",252
2023-01-21,5,"None",88
2023-01-21,6,"None",6
2023-01-21,7,"None",5
2023-01-22,1,"None",41
2023-01-22,2,"None",80
2023-01-22,3,"None",17
2023-01-22,4,"None",135
2023-01-22,5,"None",28
2023-01-22,6,"None",5
2023-01-23,1,"None",30
2023-01-23,2,"None",45
2023-01-23,3,"None",23
2023-01-23,4,"None",304
2023-01-23,5,"None",72
2023-01-23,6,"None",5
2023-01-23,7,"None",5
2023-01-24,1,"None",47
2023-01-24,2,"None",51
2023-01-24,3,"None",33
2023-01-24,4,"None",373
2023-01-24,5,"None",72
2023-01-24,6,"None",5
2023-01-25,1,"None",47
2023-01-25,2,"None",32
2023-01-25,3,"None",20
2023-01-25,4,"None",335
2023-01-25,5,"None",67
2023-01-25,6,"None",9
2023-01-26,1,"None",36
2023-01-26,2,"None",71
2023-01-26,3,"None",28
2023-01-26,4,"None",358
2023-01-26,5,"None",47
2023-01-26,6,"None",5
2023-01-26,7,"None",5
2023-01-27,1,"None",56
2023-01-27,2,"None",48
2023-01-27,3,"None",26
2023-01-27,4,"None",268
2023-01-27,5,"None",38
2023-01-27,6,"None",6
2023-01-27,7,"None",5
2023-01-28,1,"None",47
2023-01-28,2,"None",82
2023-01-28,3,"None",37
2023-01-28,4,"None",209
2023-01-28,5,"None",17
2023-01-28,6,"None",5
2023-01-29,1,"None",28
2023-01-29,2,"None",73
2023-01-29,3,"None",8
2023-01-29,4,"None",104
2023-01-29,5,"None",5
2023-01-30,1,"None",23
2023-01-30,2,"None",38
2023-01-30,3,"None",16
2023-01-30,4,"None",219
2023-01-30,5,"None",52
2023-01-31,1,"None",41
2023-01-31,2,"None",55
2023-01-31,3,"None",34
2023-01-31,4,"None",263
2023-01-31,5,"None",64
2023-01-31,6,"None",7
2023-02-01,1,"None",40
2023-02-01,2,"None",23
2023-02-01,3,"None",14
2023-02-01,4,"None",192
2023-02-01,5,"None",58
2023-02-01,6,"None",5
2023-02-02,1,"None",32
2023-02-02,2,"None",32
2023-02-02,3,"None",22
2023-02-02,4,"None",268
2023-02-02,5,"None",57
2023-02-02,6,"None",5
2023-02-03,1,"None",31
2023-02-03,2,"None",43
2023-02-03,3,"None",25
2023-02-03,4,"None",190
2023-02-03,5,"None",36
2023-02-03,6,"None",5
2023-02-03,7,"None",5
2023-02-04,1,"None",44
2023-02-04,2,"None",55
2023-02-04,3,"None",46
2023-02-04,4,"None",173
2023-02-04,5,"None",14
2023-02-04,6,"None",5
2023-02-05,1,"None",33
2023-02-05,2,"None",47
2023-02-05,3,"None",6
2023-02-05,4,"None",82
2023-02-05,5,"None",18
2023-02-05,6,"None",5
2023-02-06,1,"None",24
2023-02-06,2,"None",15
2023-02-06,3,"None",15
2023-02-06,4,"None",113
2023-02-06,5,"None",16
2023-02-06,6,"None",5
2023-02-07,1,"None",27
2023-02-07,2,"None",23
2023-02-07,3,"None",26
2023-02-07,4,"None",241
2023-02-07,5,"None",25
2023-02-07,6,"None",5
2023-02-08,1,"None",29
2023-02-08,2,"None",39
2023-02-08,3,"None",37
2023-02-08,4,"None",280
2023-02-08,5,"None",43
2023-02-08,6,"None",6
2023-02-09,1,"None",31
2023-02-09,2,"None",28
2023-02-09,3,"None",16
2023-02-09,4,"None",244
2023-02-09,5,"None",46
2023-02-09,6,"None",5
2023-02-10,1,"None",32
2023-02-10,2,"None",45
2023-02-10,3,"None",24
2023-02-10,4,"None",301
2023-02-10,5,"None",22
2023-02-10,6,"None",5
2023-02-11,1,"None",55
2023-02-11,2,"None",63
2023-02-11,3,"None",29
2023-02-11,4,"None",160
2023-02-11,5,"None",11
2023-02-11,6,"None",5
2023-02-12,1,"None",13
2023-02-12,2,"None",15
2023-02-12,3,"None",12
2023-02-12,4,"None",80
2023-02-12,5,"None",12
2023-02-12,6,"None",5
2023-02-13,1,"None",23
2023-02-13,2,"None",31
2023-02-13,3,"None",17
2023-02-13,4,"None",155
2023-02-13,5,"None",25
2023-02-13,6,"None",5
2023-02-14,1,"None",26
2023-02-14,2,"None",34
2023-02-14,3,"None",18
2023-02-14,4,"None",172
2023-02-14,5,"None",25
2023-02-14,6,"None",5
2023-02-15,1,"None",32
2023-02-15,2,"None",27
2023-02-15,3,"None",14
2023-02-15,4,"None",195
2023-02-15,5,"None",28
2023-02-15,6,"None",5
2023-02-16,1,"None",25
2023-02-16,2,"None",23
2023-02-16,3,"None",23
2023-02-16,4,"None",174
2023-02-16,5,"None",23
2023-02-16,6,"None",5
2023-02-17,1,"None",23
2023-02-17,2,"None",20
2023-02-17,3,"None",18
2023-02-17,4,"None",190
2023-02-17,5,"None",17
2023-02-17,6,"None",5
2023-02-18,1,"None",31
2023-02-18,2,"None",41
2023-02-18,3,"None",30
2023-02-18,4,"None",122
2023-02-18,5,"None",5
2023-02-18,6,"None",5
2023-02-19,1,"None",11
2023-02-19,2,"None",16
2023-02-19,3,"None",8
2023-02-19,4,"None",43
2023-02-19,5,"None",5
2023-02-20,1,"None",22
2023-02-20,2,"None",36
2023-02-20,3,"None",9
2023-02-20,4,"None",121
2023-02-20,5,"None",25
2023-02-21,1,"None",34
2023-02-21,2,"None",27
2023-02-21,3,"None",10
2023-02-21,4,"None",137
2023-02-21,5,"None",16
2023-02-22,1,"None",28
2023-02-22,2,"None",48
2023-02-22,3,"None",17
2023-02-22,4,"None",132
2023-02-22,5,"None",14
2023-02-22,6,"None",5
2023-02-23,1,"None",28
2023-02-23,2,"None",36
2023-02-23,3,"None",21
2023-02-23,4,"None",133
2023-02-23,5,"None",15
2023-02-23,6,"None",5
2023-02-24,1,"None",25
