"","term","estimate","std.error","statistic","p.value","conf.low","conf.high","campaign","model"
"180","age_group>=95",0.82186250787902,0.0329012670664983,-5.96275404451276,2.48021612749481e-09,0.77062453633714,0.876715361982881,"a_2024","fit_agr_sex"
"181","age_group<=34",0.195194915435113,0.069725492440369,-23.4312673333285,2.0523304301422e-121,0.170001724361407,0.223461867658376,"a_2024","fit_agr_sex"
"182","age_group35-44",0.193595414523604,0.0585208415577094,-28.058119911227,3.17986570941416e-173,0.172429030546998,0.216902964993904,"a_2024","fit_agr_sex"
"183","age_group45-54",0.286163200514397,0.0395743685581967,-31.6162467103211,2.20813206996712e-219,0.264720125988137,0.309148296909944,"a_2024","fit_agr_sex"
"184","age_group55-64",0.398364570704043,0.0271210750675254,-33.9362537764548,1.94573848352564e-252,0.377713299636954,0.420083624039309,"a_2024","fit_agr_sex"
"185","sexMale",1.15921009132269,0.00594053229001598,24.8696261873013,1.58624626254467e-136,1.14579237579432,1.17278693045492,"a_2024","fit_agr_sex"
"186","(Intercept)",1.58152721515446,0.00657861725625056,69.6789240359205,0,1.56127214588686,1.60205747400627,"a_2024","fit_agr_sex_eth"
"187","age_group65-74",0.762667327127952,0.00651590141047853,-41.5803328033455,0,0.752987634148769,0.772468089230494,"a_2024","fit_agr_sex_eth"
"188","age_group85-94",0.964467414010943,0.0103104516317643,-3.508986208258,0.000449818229597898,0.9451816256435,0.984164940357875,"a_2024","fit_agr_sex_eth"
"189","age_group>=95",0.813971465620949,0.032923106821722,-6.2518391483618,4.0564707157881e-10,0.763192678507895,0.868334690310327,"a_2024","fit_agr_sex_eth"
"190","age_group<=34",0.19781617994131,0.0697959716388211,-23.2164840690687,3.10358892572265e-119,0.172261560688632,0.226494889982674,"a_2024","fit_agr_sex_eth"
"191","age_group35-44",0.197444482584028,0.0585883656518062,-27.6897608757168,9.27477137057965e-169,0.175834584143495,0.221245437563267,"a_2024","fit_agr_sex_eth"
"192","age_group45-54",0.292404877855152,0.0396470174125042,-31.0140825051493,3.48172592295491e-211,0.270456175315113,0.31593698129793,"a_2024","fit_agr_sex_eth"
"193","age_group55-64",0.402126208069375,0.0271518546707345,-33.5516413247384,8.52017328294601e-247,0.381257104586389,0.424076117527417,"a_2024","fit_agr_sex_eth"
"194","ethnicityblack",0.367977030356084,0.109742863856385,-9.10979288439391,8.25393902123142e-20,0.295952740895345,0.455229133037758,"a_2024","fit_agr_sex_eth"
"195","ethnicityasian",0.491944162127676,0.0446182498906973,-15.8991009795032,6.42806011017857e-57,0.450634024781544,0.536776842464295,"a_2024","fit_agr_sex_eth"
"196","ethnicitymissing",1.1252316609409,0.00594724528123838,19.8392582976477,1.36457003214217e-87,1.11219154756683,1.13842443226973,"a_2024","fit_agr_sex_eth"
"197","sexMale",1.15973606563032,0.0059456068125801,24.9246972212979,4.01741305580319e-137,1.14630086707509,1.17333074133779,"a_2024","fit_agr_sex_eth"
"198","(Intercept)",2.2443822740705,0.00651039088243443,124.175390021043,0,2.21593963260463,2.27321888983664,"a_2024","fit_agr_sex_reg"
"199","age_group65-74",0.738481306747306,0.00664861264664901,-45.5974059408014,0,0.728918680384795,0.748165561597875,"a_2024","fit_agr_sex_reg"
"200","age_group85-94",0.964347483774223,0.0105144803577714,-3.4527230771113,0.000554958399111465,0.944686843554078,0.984436775443815,"a_2024","fit_agr_sex_reg"
"201","age_group>=95",0.824929671750001,0.0335213953986871,-5.74132253015658,9.39399748619711e-09,0.772568563606816,0.881066189619992,"a_2024","fit_agr_sex_reg"
"202","age_group<=34",0.171574891940537,0.0702355501149015,-25.0974815049188,5.29836765436682e-139,0.149285091753036,0.196623023594867,"a_2024","fit_agr_sex_reg"
"203","age_group35-44",0.175759150801441,0.0590463336214455,-29.4453622411929,1.44341391701429e-190,0.156385608461356,0.197127033612481,"a_2024","fit_agr_sex_reg"
"204","age_group45-54",0.267623159023512,0.0400132737887779,-32.9434531649415,5.24983001304977e-238,0.247359050665033,0.289370831315915,"a_2024","fit_agr_sex_reg"
"205","age_group55-64",0.372061815104858,0.0275012759575732,-35.9508871661882,4.90237588141821e-283,0.35251305839315,0.392641226503322,"a_2024","fit_agr_sex_reg"
"206","regionWales",0.605421784312367,0.00659718042633126,-76.0673298704568,0,0.597643645531191,0.613300585361742,"a_2024","fit_agr_sex_reg"
"207","regionNorthern Ireland",0.4951028025558,0.00979031278894493,-71.804637012134,0,0.485692527732199,0.504694477406644,"a_2024","fit_agr_sex_reg"
"208","regionEngland",0.000238527170131506,0.575462800966055,-14.4944683118268,1.31315231855551e-47,5.92962448954378e-05,0.000618573580740439,"a_2024","fit_agr_sex_reg"
"209","sexMale",1.16855158451219,0.00605722168848164,25.7155884260548,7.82469138448006e-146,1.15476173284156,1.18250837952017,"a_2024","fit_agr_sex_reg"
"210","(Intercept)",1.51302077696006,0.00724984505278727,57.1195886243417,0,1.491679454334,1.53467950655263,"a_2024","fit_agr_sex_imd"
"211","age_group65-74",0.76185933344808,0.00654062452597729,-41.5852249323283,0,0.752153445114434,0.771687103248491,"a_2024","fit_agr_sex_imd"
"212","age_group85-94",0.966111009277314,0.0103490723450537,-3.33136476259552,0.000864212799199401,0.946720597919663,0.985916635716884,"a_2024","fit_agr_sex_imd"
"213","age_group>=95",0.815441572564987,0.0330723577422,-6.16906442618272,6.86952358075762e-10,0.764345985079898,0.870155732967063,"a_2024","fit_agr_sex_imd"
"214","age_group<=34",0.191613596861858,0.07007628677813,-23.5782249188276,6.44764888410311e-123,0.166769900024469,0.219515094310309,"a_2024","fit_agr_sex_imd"
"215","age_group35-44",0.19263112410786,0.0587791218733358,-28.0197822024929,9.32922504260875e-173,0.171484581126818,0.215933280100895,"a_2024","fit_agr_sex_imd"
"216","age_group45-54",0.285488422206356,0.0397726413732515,-31.517992271031,4.92477119850778e-218,0.263993822362926,0.308539730809409,"a_2024","fit_agr_sex_imd"
"217","age_group55-64",0.397925382919503,0.0272653386608529,-33.7971511316345,2.17172007862963e-250,0.37719025913324,0.419739175285442,"a_2024","fit_agr_sex_imd"
"218","imdQ1",1.79267792565555,0.0104375967563843,55.9238456288499,0,1.75640322073428,1.82975653411617,"a_2024","fit_agr_sex_imd"
"219","imdQ2",1.13433008985981,0.00923328830032914,13.6508515039698,1.99533319257098e-42,1.11399145340715,1.15504971121971,"a_2024","fit_agr_sex_imd"
"220","imdQ4",1.14689885268742,0.00777676432364829,17.6245086418935,1.59750547505028e-69,1.12955128286752,1.16451519358282,"a_2024","fit_agr_sex_imd"
"221","imdQ5",0.861277087077989,0.00932218207295035,-16.0197478542448,9.30267325831152e-58,0.845684333234735,0.877159223619407,"a_2024","fit_agr_sex_imd"
"222","sexMale",1.16034494244364,0.00596824248621113,24.9181103873464,4.73534594715218e-137,1.14685181236482,1.17399884460006,"a_2024","fit_agr_sex_imd"
"223","(Intercept)",1.68205312363725,0.00575307168388495,90.3891300575554,0,1.66320014922238,1.70113422512655,"a_2024","fit_agr_sex_immuno"
"224","age_group65-74",0.759908991837817,0.00651058862689812,-42.170779969046,0,0.75027209974923,0.769666272325955,"a_2024","fit_agr_sex_immuno"
"225","age_group85-94",0.9687993033459,0.0103018188433326,-3.07691353490715,0.00209155961111353,0.949442999186368,0.988568617179686,"a_2024","fit_agr_sex_immuno"
"226","age_group>=95",0.821915956889422,0.0329025632155996,-5.96054265118921,2.5140167355033e-09,0.770672689507624,0.876774598030842,"a_2024","fit_agr_sex_immuno"
"227","age_group<=34",0.194458696931386,0.0717508041184184,-22.8225385583153,2.73929858093103e-115,0.168703498402291,0.223521540183092,"a_2024","fit_agr_sex_immuno"
"228","age_group35-44",0.192865012846716,0.0609211976715324,-27.0146486442645,9.94473314944157e-161,0.170985965828624,0.217119946254954,"a_2024","fit_agr_sex_immuno"
"229","age_group45-54",0.285083543517485,0.0430446436436599,-29.1551491727816,7.18830107219195e-187,0.261945160822793,0.310096213412198,"a_2024","fit_agr_sex_immuno"
"230","age_group55-64",0.396861834051965,0.0319714143061738,-28.9060432259102,1.00237206042784e-183,0.372731500281911,0.42249926409335,"a_2024","fit_agr_sex_immuno"
"231","immunosuppressed1",1.0039206365786,0.0175278231747198,0.223243404139183,0.823346072597034,0.97005678381863,1.03905193309982,"a_2024","fit_agr_sex_immuno"
"232","sexMale",1.1591971077391,0.00594074425119186,24.8668534994578,1.69966876444385e-136,1.14577906634775,1.17277428187564,"a_2024","fit_agr_sex_immuno"
"233","(Intercept)",2.03571075801831,0.00880796357618289,80.7048097561067,0,2.00088172157744,2.07117193593455,"a_2024","fit_all"
"234","age_group65-74",0.743639233450173,0.00667070999286289,-44.4029591070885,0,0.733978069506243,0.75342380146921,"a_2024","fit_all"
"235","age_group85-94",0.957955981233835,0.0105471113116374,-4.07253222285051,4.65047639362534e-05,0.938365505108098,0.977974537268965,"a_2024","fit_all"
"236","age_group>=95",0.811988724518564,0.033636330167052,-6.19178203874807,5.94877762932211e-10,0.76027650737474,0.867438527138657,"a_2024","fit_all"
"237","age_group<=34",0.172478449712468,0.0725908767956896,-24.2107969637097,1.7123100239553e-129,0.149393661014984,0.198589661507864,"a_2024","fit_all"
"238","age_group35-44",0.179689357556918,0.0617297650033884,-27.8070993829576,3.5598055926834e-170,0.159057434051419,0.202613860439373,"a_2024","fit_all"
"239","age_group45-54",0.274215992794153,0.0437586940112102,-29.5675914810129,3.90201869879831e-192,0.251610026172242,0.298696005876075,"a_2024","fit_all"
"240","age_group55-64",0.376389610254586,0.0325836803695145,-29.9883396690479,1.39277252765629e-197,0.353081066012484,0.401186740181496,"a_2024","fit_all"
"241","immunosuppressed1",0.997881320502058,0.0179298708101809,-0.118290148153358,0.905837763228649,0.963464358164859,1.03361833397096,"a_2024","fit_all"
"242","imdQ1",1.46133471146207,0.0107201928732529,35.386509228411,2.75351640098302e-274,1.43096932911438,1.49238368236212,"a_2024","fit_all"
"243","imdQ2",1.02714320404634,0.00940818132084902,2.8466033445368,0.00441883837634825,1.00837993312619,1.04626271922634,"a_2024","fit_all"
"244","imdQ4",0.989966873156298,0.00801449848344965,-1.25819449494652,0.208321425401823,0.974537648665799,1.0056400222837,"a_2024","fit_all"
"245","imdQ5",0.895401673764586,0.00980130334392831,-11.2722624744462,1.79887187171677e-29,0.87836704569235,0.912771036018811,"a_2024","fit_all"
"246","regionWales",0.598293700930156,0.00683311903523127,-75.1740902321417,0,0.590333900689508,0.606359884754121,"a_2024","fit_all"
"247","regionNorthern Ireland",0.51543010919148,0.0100204621496812,-66.1400196412943,0,0.505405332398777,0.525652524828225,"a_2024","fit_all"
"248","regionEngland",0.000281203044515533,0.575470690944462,-14.2082536954199,8.14308963142653e-46,6.99030125804558e-05,0.000729292282517392,"a_2024","fit_all"
"249","ethnicityblack",0.408969609267263,0.112206231633285,-7.96849174645017,1.60622592954527e-15,0.327406029263248,0.508495790485598,"a_2024","fit_all"
"250","ethnicityasian",0.483140634119148,0.0454549459107612,-16.0037040015476,1.20394157893163e-57,0.441855499057791,0.528049139236866,"a_2024","fit_all"
"251","ethnicitymissing",1.12845459371722,0.00622501649746677,19.4134554588645,5.93951602101528e-84,1.11477046931375,1.14230730498912,"a_2024","fit_all"
"252","sexMale",1.16927629955154,0.00607573205043528,25.7392868448265,4.24892637488987e-146,1.15543598430004,1.18328468755834,"a_2024","fit_all"
"253","(Intercept)",1.24510513815607,0.00511007410590306,42.899568602342,0,1.23269918009065,1.25764054859,"s_2025","fit_agr"
"254","age_group65-74",0.422176334697452,0.0274971023282874,-31.3608389420252,6.92338637394246e-216,0.399968619504098,0.4454918251329,"s_2025","fit_agr"
"255","age_group85-94",1.18576736495217,0.0103623551626518,16.4431857133914,9.38530377033814e-61,1.16193573111021,1.21010507874414,"s_2025","fit_agr"
"256","age_group>=95",1.15391200609158,0.0317159971647228,4.51374469529206,6.36928846254753e-06,1.08448004116174,1.22805851683812,"s_2025","fit_agr"
"257","age_group<=34",0.147975986312706,0.0927771692655767,-20.5945631684146,3.0704380138836e-94,0.122889321264494,0.176841335914161,"s_2025","fit_agr"
"258","age_group35-44",0.177806966613591,0.0721213347997474,-23.9465447937373,1.00387369022624e-126,0.154033645569531,0.204386754739823,"s_2025","fit_agr"
"259","age_group45-54",0.219156063262329,0.0500733765060995,-30.31493562524,7.2864082890706e-202,0.198486471748144,0.241543080877498,"s_2025","fit_agr"
"260","age_group55-64",0.287569993426183,0.0325038735957755,-38.3427836472312,0,0.269737608005797,0.306394511414338,"s_2025","fit_agr"
"261","(Intercept)",1.13631522051426,0.00646962699880253,19.7524161251383,7.64703264424296e-87,1.12199893552952,1.15081732389238,"s_2025","fit_agr_sex"
"262","age_group65-74",0.419642786353672,0.0275300841204174,-31.5419100964594,2.31496111837851e-218,0.397542727442446,0.442847067881876,"s_2025","fit_agr_sex"
"263","age_group85-94",1.20227075226319,0.0103927411308326,17.7250698247536,2.68579568702979e-70,1.1780375122574,1.22702052014258,"s_2025","fit_agr_sex"
"264","age_group>=95",1.19434624781176,0.0317829268226754,5.58787312806211,2.29867476650803e-08,1.12233409583999,1.27125762223138,"s_2025","fit_agr_sex"
"265","age_group<=34",0.146927178682365,0.0928387190345123,-20.6575254161615,8.35370230945323e-95,0.122004208557351,0.175609968149263,"s_2025","fit_agr_sex"
"266","age_group35-44",0.17976464625989,0.072173731933976,-23.7774431006469,5.71701432335189e-125,0.155714072754575,0.206658929975542,"s_2025","fit_agr_sex"
"267","age_group45-54",0.222062466619492,0.0501156676265013,-30.0264693016978,4.43018923746509e-198,0.2011024158082,0.244767049640976,"s_2025","fit_agr_sex"
"268","age_group55-64",0.2884290539807,0.0325349854630243,-38.2144365209701,0,0.270527059334234,0.307328719963098,"s_2025","fit_agr_sex"
"269","sexMale",1.21967585727943,0.00865368517770088,22.9480422052194,1.54131551920744e-116,1.19916580895254,1.24054157431165,"s_2025","fit_agr_sex"
"270","(Intercept)",1.14386452310259,0.00804558565788259,16.7063614507521,1.17808119189698e-62,1.12597045555278,1.16204748394264,"s_2025","fit_agr_sex_eth"
"271","age_group65-74",0.419914577841079,0.0275388973993291,-31.5083048497173,6.68499696314555e-218,0.397793397354834,0.443141612495275,"s_2025","fit_agr_sex_eth"
"272","age_group85-94",1.20266059950984,0.0103999173435688,17.7440130214304,1.91739339589119e-70,1.17840293162731,1.2274356614564,"s_2025","fit_agr_sex_eth"
"273","age_group>=95",1.19459583465063,0.0317941939509279,5.59246492517736,2.23868388539377e-08,1.12254383082957,1.27155133446321,"s_2025","fit_agr_sex_eth"
"274","age_group<=34",0.148152440831421,0.0928802501296306,-20.558875832344,6.41009947164014e-94,0.123012127796072,0.17708957951681,"s_2025","fit_agr_sex_eth"
"275","age_group35-44",0.180492881989562,0.0722054997115863,-23.7109907664406,2.77738289296141e-124,0.156335500872336,0.207509508433348,"s_2025","fit_agr_sex_eth"
"276","age_group45-54",0.224853231028466,0.0501708822848866,-29.7444917888535,2.04326645081768e-194,0.203608313322617,0.247870686522662,"s_2025","fit_agr_sex_eth"
"277","age_group55-64",0.289499142151922,0.0325521635961176,-38.0805085818356,0,0.271521723832561,0.30847946501052,"s_2025","fit_agr_sex_eth"
"278","ethnicityblack",0.392863709449822,0.189552602439372,-4.92893534844595,8.26789264137286e-07,0.268345452251151,0.565317774814989,"s_2025","fit_agr_sex_eth"
"279","ethnicityasian",0.495482509457371,0.0785848595740238,-8.93585899899547,4.04026943554307e-19,0.424295721299045,0.577448072706838,"s_2025","fit_agr_sex_eth"
"280","ethnicitymissing",0.992228628626476,0.00864874777463374,-0.90206421201341,0.367022758505521,0.975550041492063,1.00919068230729,"s_2025","fit_agr_sex_eth"
"281","sexMale",1.2202040466621,0.00865590308592857,22.9921816530189,5.58128442374289e-117,1.19967991307032,1.24108420705249,"s_2025","fit_agr_sex_eth"
"282","(Intercept)",1.43675892792307,0.00738281127198176,49.0856150871501,0,1.4161251030599,1.45770681469547,"s_2025","fit_agr_sex_reg"
"283","age_group65-74",0.402824398748319,0.0279200277636709,-32.5663912230964,1.22729196114264e-232,0.381320856572941,0.425426274704922,"s_2025","fit_agr_sex_reg"
"284","age_group85-94",1.21160560121212,0.0105767066165134,18.148033230728,1.33081243261147e-73,1.186756652728,1.2369939270785,"s_2025","fit_agr_sex_reg"
"285","age_group>=95",1.22305549707871,0.0323723495300837,6.21988321583945,4.97525052664356e-10,1.14798915294974,1.30332416065432,"s_2025","fit_agr_sex_reg"
"286","age_group<=34",0.135784474290898,0.093464096572345,-21.3631380537953,2.94356993152305e-101,0.112620256250926,0.162500903340239,"s_2025","fit_agr_sex_reg"
"287","age_group35-44",0.169076260660611,0.0727586180277826,-24.4287957565243,8.45686501398256e-132,0.146293907236441,0.194602403742373,"s_2025","fit_agr_sex_reg"
"288","age_group45-54",0.217266580590326,0.050640540640343,-30.1464040099323,1.19559241512742e-199,0.196561518249432,0.239732871833128,"s_2025","fit_agr_sex_reg"
"289","age_group55-64",0.276289319594716,0.0329153290205894,-39.0792600644962,0,0.2589500771217,0.294615708770806,"s_2025","fit_agr_sex_reg"
"290","regionWales",0.668704217635588,0.00999004746144328,-40.2814345255958,0,0.655737626635784,0.681925988651696,"s_2025","fit_agr_sex_reg"
"291","regionNorthern Ireland",0.305609030129259,0.0146781019464602,-80.7630766973878,0,0.296931690827309,0.314517551122142,"s_2025","fit_agr_sex_reg"
"292","sexMale",1.23196568729403,0.00880403911272186,23.6949212549106,4.06770746992585e-124,1.21089242093239,1.25341132367037,"s_2025","fit_agr_sex_reg"
"293","(Intercept)",1.01557740226167,0.00918353915578429,1.68315501356283,0.0923450869551765,0.997461503325137,1.03402323678144,"s_2025","fit_agr_sex_imd"
"294","age_group65-74",0.417416305514379,0.0276676767378802,-31.5773250099042,7.56231184992653e-219,0.395327193844862,0.440616603017755,"s_2025","fit_agr_sex_imd"
"295","age_group85-94",1.20231279483087,0.0104438617846185,17.6416573393781,1.17950228393549e-69,1.17796059786516,1.22718630091382,"s_2025","fit_agr_sex_imd"
"296","age_group>=95",1.18975525014156,0.0319486658776058,5.43833706501827,5.378015969909e-08,1.11765492343813,1.26678016808453,"s_2025","fit_agr_sex_imd"
"297","age_group<=34",0.143626421159525,0.0931295947869893,-20.8369815456542,2.00062205778014e-96,0.11919796835738,0.171766295027768,"s_2025","fit_agr_sex_imd"
"298","age_group35-44",0.179046139110226,0.0723977696523584,-23.7591814530094,8.83093470171192e-125,0.155025430089935,0.205925630084589,"s_2025","fit_agr_sex_imd"
"299","age_group45-54",0.220561663341966,0.0502991190646189,-30.0517782210904,2.06957622424287e-198,0.19967259918705,0.243201539110079,"s_2025","fit_agr_sex_imd"
"300","age_group55-64",0.287083647680199,0.032673273628341,-38.1957946593133,0,0.269192717273569,0.305978645663099,"s_2025","fit_agr_sex_imd"
"301","imdQ1",1.68551202604174,0.0139497077642097,37.425113091296,1.5259963078415e-306,1.64007998676379,1.7322604852424,"s_2025","fit_agr_sex_imd"
"302","imdQ2",0.918302741676812,0.0132467452193597,-6.43389431557854,1.24375354329117e-10,0.894767180060445,0.942456788376948,"s_2025","fit_agr_sex_imd"
"303","imdQ4",1.2417338283621,0.0113719637868487,19.0388094540927,8.13559548753527e-81,1.2143668116098,1.26972482063653,"s_2025","fit_agr_sex_imd"
"304","imdQ5",0.945120966225775,0.0144201640758747,-3.91412696800352,9.07318863670346e-05,0.918783308131245,0.972214694907145,"s_2025","fit_agr_sex_imd"
"305","sexMale",1.21961533621432,0.00869598140621241,22.8307193367987,2.2718745312848e-115,1.19900691443492,1.24058287021204,"s_2025","fit_agr_sex_imd"
"306","(Intercept)",1.13790201637508,0.00651588449505052,19.8263536580014,1.76371433495219e-87,1.12346388708743,1.15252886803796,"s_2025","fit_agr_sex_immuno"
"307","age_group65-74",0.438393322839598,0.0366791346743273,-22.4825035142009,6.15676114467192e-112,0.407942637845039,0.471024586448875,"s_2025","fit_agr_sex_immuno"
"308","age_group85-94",1.20205077001278,0.0103932881504462,17.7065304554768,3.7339128794964e-70,1.17782069714125,1.2267973204309,"s_2025","fit_agr_sex_immuno"
"309","age_group>=95",1.19338887927884,0.0317859461671142,5.56211404289895,2.66526016784085e-08,1.12142779042764,1.27024608941051,"s_2025","fit_agr_sex_immuno"
"310","age_group<=34",0.153491656919849,0.095950026533453,-19.5321370243947,5.8537809998218e-85,0.126710992229759,0.18462108430013,"s_2025","fit_agr_sex_immuno"
"311","age_group35-44",0.187800383125486,0.0761381551278358,-21.9650143785377,6.22374782992962e-107,0.161450023808951,0.217625378729036,"s_2025","fit_agr_sex_immuno"
"312","age_group45-54",0.231989688939747,0.0556742922333075,-26.2430341531066,8.58378217654794e-152,0.207850586487931,0.258551396719663,"s_2025","fit_agr_sex_immuno"
"313","age_group55-64",0.301319644375015,0.0405739793855647,-29.5653434643326,4.1704994717157e-192,0.278225887797829,0.326192582755566,"s_2025","fit_agr_sex_immuno"
"314","immunosuppressed1",0.955781319552455,0.0250784574834825,-1.80338592852941,0.0713276259762103,0.90997342377049,1.00397823384383,"s_2025","fit_agr_sex_immuno"
"315","sexMale",1.21996467419273,0.00865476684134935,22.9725313680684,8.7747703360534e-117,1.19944723149951,1.24083796826514,"s_2025","fit_agr_sex_immuno"
"316","(Intercept)",1.34427732392652,0.0115387203989168,25.640326898842,5.42047618503005e-145,1.31422380442765,1.37503252701403,"s_2025","fit_all"
"317","age_group65-74",0.426939164128434,0.0373683210741947,-22.7763443527733,7.8689321768453e-115,0.396748842916965,0.459339040326934,"s_2025","fit_all"
"318","age_group85-94",1.20854551335259,0.0106123949746774,17.8487119950237,2.95779558804333e-71,1.18367641568933,1.23395591436945,"s_2025","fit_all"
"319","age_group>=95",1.2114617882182,0.0324829369728126,5.9054918603231,3.51596147162265e-09,1.1368590588284,1.29124759223411,"s_2025","fit_all"
"320","age_group<=34",0.143487802587064,0.0969006320587549,-20.0360431664799,2.67182174543153e-89,0.118241232969987,0.17292341429103,"s_2025","fit_all"
"321","age_group35-44",0.180875543424265,0.0770281447841279,-22.1989779762743,3.5134796071606e-109,0.155233506412877,0.209976860705951,"s_2025","fit_all"
"322","age_group45-54",0.2332904883179,0.056522831104226,-25.7501410054675,3.21172677331818e-146,0.208674025988732,0.260440332632436,"s_2025","fit_all"
"323","age_group55-64",0.2942286891926,0.0412554598419152,-29.6542073293251,2.99333291682395e-193,0.271317526463427,0.318943991870317,"s_2025","fit_all"
"324","immunosuppressed1",0.942449663316746,0.0256094754223492,-2.31448585846362,0.0206410860815823,0.896348970360607,0.991006793548545,"s_2025","fit_all"
"325","imdQ1",1.40043275365399,0.0142752744482707,23.5919316178388,4.66395076446391e-123,1.36181219285477,1.44018948511757,"s_2025","fit_all"
"326","imdQ2",0.873244793269971,0.0136220874712072,-9.94996971448101,2.52259970899761e-23,0.850237698767923,0.896872583336946,"s_2025","fit_all"
"327","imdQ4",1.09971523162383,0.0118847137720765,7.99777493761608,1.26687663178636e-15,1.07439558890731,1.12563309502003,"s_2025","fit_all"
"328","imdQ5",0.901417816068174,0.0150682008502132,-6.88777678680315,5.66710376689124e-12,0.875185717355644,0.928437194243155,"s_2025","fit_all"
"329","regionWales",0.664054120522419,0.0104999215584436,-38.9899699476434,0,0.650526892518424,0.67786063276129,"s_2025","fit_all"
"330","regionNorthern Ireland",0.325628202945219,0.0149476412033381,-75.0619455578195,0,0.316215693240697,0.335297727195066,"s_2025","fit_all"
"331","ethnicityblack",0.405536044360046,0.191304118402869,-4.7178572433846,2.3834163740949e-06,0.276100723947281,0.585639271012707,"s_2025","fit_all"
"332","ethnicityasian",0.481612295977909,0.0794251041789047,-9.19880258705294,3.61960606361897e-20,0.411752920382458,0.562224920747358,"s_2025","fit_all"
"333","ethnicitymissing",1.04926143682224,0.00900432289016378,5.34038192056175,9.27509735844754e-08,1.03090657472891,1.06794363152065,"s_2025","fit_all"
"334","sexMale",1.23233558697704,0.00883121470250354,23.6560005711279,1.02387834065521e-123,1.21119149469117,1.2538544631546,"s_2025","fit_all"
