"cohort_start_date","dose","vaccination_campaign","n_dose_day"
2024-04-30,5,"s_2024",33
2024-04-30,6,"s_2024",382
2024-04-30,7,"s_2024",723
2024-04-30,8,"s_2024",2874
2024-04-30,9,"s_2024",60
2024-04-30,10,"s_2024",5
2024-05-01,3,"s_2024",5
2024-05-01,4,"s_2024",13
2024-05-01,5,"s_2024",40
2024-05-01,6,"s_2024",421
2024-05-01,7,"s_2024",820
2024-05-01,8,"s_2024",2787
2024-05-01,9,"s_2024",63
2024-05-02,3,"s_2024",5
2024-05-02,4,"s_2024",6
2024-05-02,5,"s_2024",34
2024-05-02,6,"s_2024",420
2024-05-02,7,"s_2024",855
2024-05-02,8,"s_2024",2975
2024-05-02,9,"s_2024",86
2024-05-03,3,"s_2024",5
2024-05-03,4,"s_2024",9
2024-05-03,5,"s_2024",34
2024-05-03,6,"s_2024",413
2024-05-03,7,"s_2024",618
2024-05-03,8,"s_2024",2303
2024-05-03,9,"s_2024",44
2024-05-04,4,"s_2024",5
2024-05-04,5,"s_2024",13
2024-05-04,6,"s_2024",216
2024-05-04,7,"s_2024",283
2024-05-04,8,"s_2024",1226
2024-05-04,9,"s_2024",41
2024-05-05,4,"s_2024",5
2024-05-05,5,"s_2024",7
2024-05-05,6,"s_2024",94
2024-05-05,7,"s_2024",129
2024-05-05,8,"s_2024",753
2024-05-05,9,"s_2024",17
2024-05-05,10,"s_2024",5
2024-05-06,5,"s_2024",6
2024-05-06,6,"s_2024",73
2024-05-06,7,"s_2024",102
2024-05-06,8,"s_2024",336
2024-05-06,9,"s_2024",18
2024-05-07,3,"s_2024",5
2024-05-07,4,"s_2024",5
2024-05-07,5,"s_2024",32
2024-05-07,6,"s_2024",380
2024-05-07,7,"s_2024",702
2024-05-07,8,"s_2024",2583
2024-05-07,9,"s_2024",67
2024-05-07,10,"s_2024",5
2024-05-08,3,"s_2024",5
2024-05-08,4,"s_2024",15
2024-05-08,5,"s_2024",26
2024-05-08,6,"s_2024",412
2024-05-08,7,"s_2024",634
2024-05-08,8,"s_2024",2325
2024-05-08,9,"s_2024",57
2024-05-09,3,"s_2024",5
2024-05-09,4,"s_2024",5
2024-05-09,5,"s_2024",28
2024-05-09,6,"s_2024",414
2024-05-09,7,"s_2024",862
2024-05-09,8,"s_2024",2797
2024-05-09,9,"s_2024",85
2024-05-09,10,"s_2024",5
2024-05-10,3,"s_2024",5
2024-05-10,4,"s_2024",5
2024-05-10,5,"s_2024",20
2024-05-10,6,"s_2024",327
2024-05-10,7,"s_2024",584
2024-05-10,8,"s_2024",2546
2024-05-10,9,"s_2024",56
2024-05-11,3,"s_2024",5
2024-05-11,4,"s_2024",5
2024-05-11,5,"s_2024",35
2024-05-11,6,"s_2024",313
2024-05-11,7,"s_2024",617
2024-05-11,8,"s_2024",1663
2024-05-11,9,"s_2024",47
2024-05-12,4,"s_2024",5
2024-05-12,5,"s_2024",8
2024-05-12,6,"s_2024",95
2024-05-12,7,"s_2024",171
2024-05-12,8,"s_2024",662
2024-05-12,9,"s_2024",21
2024-05-13,3,"s_2024",5
2024-05-13,4,"s_2024",7
2024-05-13,5,"s_2024",22
2024-05-13,6,"s_2024",292
2024-05-13,7,"s_2024",513
2024-05-13,8,"s_2024",1767
2024-05-13,9,"s_2024",56
2024-05-14,3,"s_2024",5
2024-05-14,4,"s_2024",8
2024-05-14,5,"s_2024",39
2024-05-14,6,"s_2024",387
2024-05-14,7,"s_2024",765
2024-05-14,8,"s_2024",2384
2024-05-14,9,"s_2024",75
2024-05-15,3,"s_2024",5
2024-05-15,4,"s_2024",5
2024-05-15,5,"s_2024",25
2024-05-15,6,"s_2024",366
2024-05-15,7,"s_2024",612
2024-05-15,8,"s_2024",2013
2024-05-15,9,"s_2024",52
2024-05-16,3,"s_2024",5
2024-05-16,4,"s_2024",5
2024-05-16,5,"s_2024",30
2024-05-16,6,"s_2024",438
2024-05-16,7,"s_2024",637
2024-05-16,8,"s_2024",1900
2024-05-16,9,"s_2024",62
2024-05-17,3,"s_2024",5
2024-05-17,4,"s_2024",5
2024-05-17,5,"s_2024",36
2024-05-17,6,"s_2024",352
2024-05-17,7,"s_2024",542
2024-05-17,8,"s_2024",1652
2024-05-17,9,"s_2024",56
2024-05-18,3,"s_2024",5
2024-05-18,4,"s_2024",5
2024-05-18,5,"s_2024",28
2024-05-18,6,"s_2024",204
2024-05-18,7,"s_2024",292
2024-05-18,8,"s_2024",895
2024-05-18,9,"s_2024",38
2024-05-19,5,"s_2024",27
2024-05-19,6,"s_2024",144
2024-05-19,7,"s_2024",166
2024-05-19,8,"s_2024",538
2024-05-19,9,"s_2024",22
2024-05-20,3,"s_2024",5
2024-05-20,4,"s_2024",5
2024-05-20,5,"s_2024",40
2024-05-20,6,"s_2024",315
2024-05-20,7,"s_2024",500
2024-05-20,8,"s_2024",1493
2024-05-20,9,"s_2024",42
2024-05-21,3,"s_2024",6
2024-05-21,4,"s_2024",7
2024-05-21,5,"s_2024",41
2024-05-21,6,"s_2024",419
2024-05-21,7,"s_2024",744
2024-05-21,8,"s_2024",1753
2024-05-21,9,"s_2024",46
2024-05-21,10,"s_2024",5
2024-05-22,3,"s_2024",5
2024-05-22,4,"s_2024",5
2024-05-22,5,"s_2024",51
2024-05-22,6,"s_2024",336
2024-05-22,7,"s_2024",501
2024-05-22,8,"s_2024",1519
2024-05-22,9,"s_2024",42
2024-05-22,10,"s_2024",5
2024-05-23,3,"s_2024",5
2024-05-23,4,"s_2024",7
2024-05-23,5,"s_2024",38
2024-05-23,6,"s_2024",306
2024-05-23,7,"s_2024",487
2024-05-23,8,"s_2024",1385
2024-05-23,9,"s_2024",58
2024-05-24,3,"s_2024",5
2024-05-24,4,"s_2024",16
2024-05-24,5,"s_2024",40
2024-05-24,6,"s_2024",257
2024-05-24,7,"s_2024",481
2024-05-24,8,"s_2024",1093
2024-05-24,9,"s_2024",32
2024-05-25,4,"s_2024",5
2024-05-25,5,"s_2024",11
2024-05-25,6,"s_2024",142
2024-05-25,7,"s_2024",205
2024-05-25,8,"s_2024",708
2024-05-25,9,"s_2024",20
2024-05-26,4,"s_2024",5
2024-05-26,5,"s_2024",7
2024-05-26,6,"s_2024",135
2024-05-26,7,"s_2024",169
2024-05-26,8,"s_2024",385
2024-05-26,9,"s_2024",12
2024-05-27,4,"s_2024",6
2024-05-27,5,"s_2024",22
2024-05-27,6,"s_2024",181
2024-05-27,7,"s_2024",189
2024-05-27,8,"s_2024",725
2024-05-27,9,"s_2024",27
2024-05-28,3,"s_2024",5
2024-05-28,4,"s_2024",8
2024-05-28,5,"s_2024",27
2024-05-28,6,"s_2024",287
2024-05-28,7,"s_2024",455
2024-05-28,8,"s_2024",1222
2024-05-28,9,"s_2024",44
2024-05-29,4,"s_2024",5
2024-05-29,5,"s_2024",24
2024-05-29,6,"s_2024",261
2024-05-29,7,"s_2024",321
2024-05-29,8,"s_2024",793
2024-05-29,9,"s_2024",42
2024-05-30,3,"s_2024",5
2024-05-30,4,"s_2024",5
2024-05-30,5,"s_2024",32
2024-05-30,6,"s_2024",400
2024-05-30,7,"s_2024",555
2024-05-30,8,"s_2024",1109
2024-05-30,9,"s_2024",45
2024-05-31,4,"s_2024",9
2024-05-31,5,"s_2024",29
2024-05-31,6,"s_2024",326
2024-05-31,7,"s_2024",444
2024-05-31,8,"s_2024",1019
2024-05-31,9,"s_2024",41
2024-06-01,4,"s_2024",5
2024-06-01,5,"s_2024",14
2024-06-01,6,"s_2024",278
2024-06-01,7,"s_2024",322
2024-06-01,8,"s_2024",420
2024-06-01,9,"s_2024",30
2024-06-02,5,"s_2024",5
2024-06-02,6,"s_2024",143
2024-06-02,7,"s_2024",104
2024-06-02,8,"s_2024",203
2024-06-02,9,"s_2024",12
2024-06-03,4,"s_2024",5
2024-06-03,5,"s_2024",20
2024-06-03,6,"s_2024",266
2024-06-03,7,"s_2024",275
2024-06-03,8,"s_2024",558
2024-06-03,9,"s_2024",29
2024-06-04,3,"s_2024",5
2024-06-04,4,"s_2024",5
2024-06-04,5,"s_2024",18
2024-06-04,6,"s_2024",296
2024-06-04,7,"s_2024",290
2024-06-04,8,"s_2024",574
2024-06-04,9,"s_2024",23
2024-06-05,3,"s_2024",5
2024-06-05,4,"s_2024",5
2024-06-05,5,"s_2024",21
2024-06-05,6,"s_2024",307
2024-06-05,7,"s_2024",381
2024-06-05,8,"s_2024",615
2024-06-05,9,"s_2024",25
2024-06-06,3,"s_2024",5
2024-06-06,4,"s_2024",5
2024-06-06,5,"s_2024",15
2024-06-06,6,"s_2024",212
2024-06-06,7,"s_2024",292
2024-06-06,8,"s_2024",563
2024-06-06,9,"s_2024",14
2024-06-07,4,"s_2024",5
2024-06-07,5,"s_2024",22
2024-06-07,6,"s_2024",216
2024-06-07,7,"s_2024",282
2024-06-07,8,"s_2024",698
2024-06-07,9,"s_2024",34
2024-06-08,4,"s_2024",5
2024-06-08,5,"s_2024",5
2024-06-08,6,"s_2024",152
2024-06-08,7,"s_2024",179
2024-06-08,8,"s_2024",419
2024-06-08,9,"s_2024",57
2024-06-09,4,"s_2024",5
2024-06-09,5,"s_2024",9
2024-06-09,6,"s_2024",73
2024-06-09,7,"s_2024",115
2024-06-09,8,"s_2024",236
2024-06-09,9,"s_2024",31
2024-06-10,3,"s_2024",5
2024-06-10,4,"s_2024",5
2024-06-10,5,"s_2024",17
2024-06-10,6,"s_2024",142
2024-06-10,7,"s_2024",145
2024-06-10,8,"s_2024",375
2024-06-10,9,"s_2024",27
2024-06-11,3,"s_2024",5
2024-06-11,4,"s_2024",5
2024-06-11,5,"s_2024",28
2024-06-11,6,"s_2024",160
2024-06-11,7,"s_2024",205
2024-06-11,8,"s_2024",349
2024-06-11,9,"s_2024",24
2024-06-12,3,"s_2024",5
2024-06-12,4,"s_2024",5
2024-06-12,5,"s_2024",22
2024-06-12,6,"s_2024",91
2024-06-12,7,"s_2024",174
2024-06-12,8,"s_2024",279
2024-06-12,9,"s_2024",18
2024-06-13,3,"s_2024",5
2024-06-13,4,"s_2024",5
2024-06-13,5,"s_2024",12
2024-06-13,6,"s_2024",120
2024-06-13,7,"s_2024",160
2024-06-13,8,"s_2024",396
2024-06-13,9,"s_2024",31
2024-06-14,4,"s_2024",5
2024-06-14,5,"s_2024",10
2024-06-14,6,"s_2024",117
2024-06-14,7,"s_2024",118
2024-06-14,8,"s_2024",341
2024-06-14,9,"s_2024",20
2024-06-15,4,"s_2024",5
2024-06-15,5,"s_2024",10
2024-06-15,6,"s_2024",145
2024-06-15,7,"s_2024",187
2024-06-15,8,"s_2024",316
2024-06-15,9,"s_2024",32
2024-06-16,4,"s_2024",5
2024-06-16,5,"s_2024",6
2024-06-16,6,"s_2024",63
2024-06-16,7,"s_2024",77
2024-06-16,8,"s_2024",146
2024-06-16,9,"s_2024",12
2024-06-17,3,"s_2024",5
2024-06-17,4,"s_2024",5
2024-06-17,5,"s_2024",12
2024-06-17,6,"s_2024",81
2024-06-17,7,"s_2024",105
2024-06-17,8,"s_2024",285
2024-06-17,9,"s_2024",28
2024-06-18,4,"s_2024",11
2024-06-18,5,"s_2024",13
2024-06-18,6,"s_2024",102
2024-06-18,7,"s_2024",138
2024-06-18,8,"s_2024",296
2024-06-18,9,"s_2024",29
2024-06-18,10,"s_2024",5
2024-06-19,3,"s_2024",5
2024-06-19,4,"s_2024",5
2024-06-19,5,"s_2024",13
2024-06-19,6,"s_2024",57
2024-06-19,7,"s_2024",120
2024-06-19,8,"s_2024",252
2024-06-19,9,"s_2024",11
2024-06-20,3,"s_2024",5
2024-06-20,4,"s_2024",5
2024-06-20,5,"s_2024",18
2024-06-20,6,"s_2024",56
2024-06-20,7,"s_2024",100
2024-06-20,8,"s_2024",261
2024-06-20,9,"s_2024",17
2024-06-21,3,"s_2024",5
2024-06-21,4,"s_2024",5
2024-06-21,5,"s_2024",7
2024-06-21,6,"s_2024",71
2024-06-21,7,"s_2024",92
2024-06-21,8,"s_2024",186
2024-06-21,9,"s_2024",12
2024-06-22,4,"s_2024",5
2024-06-22,5,"s_2024",8
2024-06-22,6,"s_2024",76
2024-06-22,7,"s_2024",109
2024-06-22,8,"s_2024",218
2024-06-22,9,"s_2024",20
2024-06-23,4,"s_2024",5
2024-06-23,5,"s_2024",6
2024-06-23,6,"s_2024",16
2024-06-23,7,"s_2024",24
2024-06-23,8,"s_2024",52
2024-06-23,9,"s_2024",5
2024-06-24,4,"s_2024",5
2024-06-24,5,"s_2024",5
2024-06-24,6,"s_2024",98
2024-06-24,7,"s_2024",78
2024-06-24,8,"s_2024",170
2024-06-24,9,"s_2024",8
2024-06-25,3,"s_2024",5
2024-06-25,4,"s_2024",5
2024-06-25,5,"s_2024",9
2024-06-25,6,"s_2024",47
2024-06-25,7,"s_2024",78
2024-06-25,8,"s_2024",150
2024-06-25,9,"s_2024",10
2024-06-26,3,"s_2024",5
2024-06-26,4,"s_2024",5
2024-06-26,5,"s_2024",5
2024-06-26,6,"s_2024",62
2024-06-26,7,"s_2024",62
2024-06-26,8,"s_2024",135
2024-06-26,9,"s_2024",10
2024-06-27,4,"s_2024",5
2024-06-27,5,"s_2024",7
2024-06-27,6,"s_2024",47
2024-06-27,7,"s_2024",73
2024-06-27,8,"s_2024",122
2024-06-27,9,"s_2024",13
2024-06-28,3,"s_2024",5
2024-06-28,4,"s_2024",5
2024-06-28,5,"s_2024",6
2024-06-28,6,"s_2024",68
2024-06-28,7,"s_2024",98
2024-06-28,8,"s_2024",182
2024-06-28,9,"s_2024",16
2024-06-29,3,"s_2024",5
2024-06-29,4,"s_2024",5
2024-06-29,5,"s_2024",6
2024-06-29,6,"s_2024",81
2024-06-29,7,"s_2024",83
2024-06-29,8,"s_2024",190
2024-06-29,9,"s_2024",26
2024-06-30,5,"s_2024",5
2024-06-30,6,"s_2024",5
2024-06-30,7,"s_2024",17
2024-06-30,8,"s_2024",26
2024-06-30,9,"s_2024",5
2024-10-03,3,"a_2024",5
2024-10-03,4,"a_2024",7
2024-10-03,5,"a_2024",73
2024-10-03,6,"a_2024",863
2024-10-03,7,"a_2024",412
2024-10-03,8,"a_2024",648
2024-10-03,9,"a_2024",1714
2024-10-03,10,"a_2024",56
2024-10-04,3,"a_2024",5
2024-10-04,4,"a_2024",8
2024-10-04,5,"a_2024",79
2024-10-04,6,"a_2024",735
2024-10-04,7,"a_2024",266
2024-10-04,8,"a_2024",472
2024-10-04,9,"a_2024",1373
2024-10-04,10,"a_2024",48
2024-10-05,3,"a_2024",10
2024-10-05,4,"a_2024",24
2024-10-05,5,"a_2024",233
2024-10-05,6,"a_2024",2118
2024-10-05,7,"a_2024",812
2024-10-05,8,"a_2024",1606
2024-10-05,9,"a_2024",3693
2024-10-05,10,"a_2024",217
2024-10-05,11,"a_2024",5
2024-10-06,4,"a_2024",5
2024-10-06,5,"a_2024",11
2024-10-06,6,"a_2024",308
2024-10-06,7,"a_2024",152
2024-10-06,8,"a_2024",217
2024-10-06,9,"a_2024",808
2024-10-06,10,"a_2024",27
2024-10-07,3,"a_2024",5
2024-10-07,4,"a_2024",18
2024-10-07,5,"a_2024",83
2024-10-07,6,"a_2024",1061
2024-10-07,7,"a_2024",353
2024-10-07,8,"a_2024",593
2024-10-07,9,"a_2024",1514
2024-10-07,10,"a_2024",57
2024-10-08,3,"a_2024",30
2024-10-08,4,"a_2024",137
2024-10-08,5,"a_2024",337
2024-10-08,6,"a_2024",1680
2024-10-08,7,"a_2024",627
2024-10-08,8,"a_2024",856
2024-10-08,9,"a_2024",2492
2024-10-08,10,"a_2024",71
2024-10-09,3,"a_2024",5
2024-10-09,4,"a_2024",19
2024-10-09,5,"a_2024",146
2024-10-09,6,"a_2024",1304
2024-10-09,7,"a_2024",583
2024-10-09,8,"a_2024",854
2024-10-09,9,"a_2024",2573
2024-10-09,10,"a_2024",58
2024-10-10,3,"a_2024",6
2024-10-10,4,"a_2024",24
2024-10-10,5,"a_2024",156
2024-10-10,6,"a_2024",1567
2024-10-10,7,"a_2024",571
2024-10-10,8,"a_2024",831
2024-10-10,9,"a_2024",2261
2024-10-10,10,"a_2024",75
2024-10-11,3,"a_2024",5
2024-10-11,4,"a_2024",19
2024-10-11,5,"a_2024",177
2024-10-11,6,"a_2024",1800
2024-10-11,7,"a_2024",566
2024-10-11,8,"a_2024",789
2024-10-11,9,"a_2024",2071
2024-10-11,10,"a_2024",54
2024-10-12,3,"a_2024",12
2024-10-12,4,"a_2024",43
2024-10-12,5,"a_2024",290
2024-10-12,6,"a_2024",3443
2024-10-12,7,"a_2024",877
2024-10-12,8,"a_2024",1473
2024-10-12,9,"a_2024",3218
2024-10-12,10,"a_2024",219
2024-10-12,11,"a_2024",5
2024-10-13,3,"a_2024",5
2024-10-13,4,"a_2024",6
2024-10-13,5,"a_2024",35
2024-10-13,6,"a_2024",641
2024-10-13,7,"a_2024",237
2024-10-13,8,"a_2024",256
2024-10-13,9,"a_2024",627
2024-10-13,10,"a_2024",59
2024-10-14,3,"a_2024",5
2024-10-14,4,"a_2024",21
2024-10-14,5,"a_2024",179
2024-10-14,6,"a_2024",1685
2024-10-14,7,"a_2024",729
2024-10-14,8,"a_2024",1073
2024-10-14,9,"a_2024",2926
2024-10-14,10,"a_2024",103
2024-10-15,3,"a_2024",26
2024-10-15,4,"a_2024",115
2024-10-15,5,"a_2024",337
2024-10-15,6,"a_2024",2125
2024-10-15,7,"a_2024",765
2024-10-15,8,"a_2024",1033
2024-10-15,9,"a_2024",3072
2024-10-15,10,"a_2024",73
2024-10-16,3,"a_2024",5
2024-10-16,4,"a_2024",34
2024-10-16,5,"a_2024",149
2024-10-16,6,"a_2024",1473
2024-10-16,7,"a_2024",566
2024-10-16,8,"a_2024",954
2024-10-16,9,"a_2024",2690
2024-10-16,10,"a_2024",56
2024-10-17,3,"a_2024",6
2024-10-17,4,"a_2024",19
2024-10-17,5,"a_2024",165
2024-10-17,6,"a_2024",1547
2024-10-17,7,"a_2024",579
2024-10-17,8,"a_2024",848
2024-10-17,9,"a_2024",2571
2024-10-17,10,"a_2024",51
2024-10-18,3,"a_2024",5
2024-10-18,4,"a_2024",24
2024-10-18,5,"a_2024",145
2024-10-18,6,"a_2024",1252
2024-10-18,7,"a_2024",539
2024-10-18,8,"a_2024",716
2024-10-18,9,"a_2024",2593
2024-10-18,10,"a_2024",40
2024-10-19,3,"a_2024",12
2024-10-19,4,"a_2024",42
2024-10-19,5,"a_2024",344
2024-10-19,6,"a_2024",3657
2024-10-19,7,"a_2024",911
2024-10-19,8,"a_2024",1100
2024-10-19,9,"a_2024",2573
2024-10-19,10,"a_2024",150
2024-10-19,11,"a_2024",5
2024-10-20,4,"a_2024",7
2024-10-20,5,"a_2024",28
2024-10-20,6,"a_2024",815
2024-10-20,7,"a_2024",125
2024-10-20,8,"a_2024",181
2024-10-20,9,"a_2024",479
2024-10-20,10,"a_2024",24
2024-10-21,3,"a_2024",5
2024-10-21,4,"a_2024",14
2024-10-21,5,"a_2024",122
2024-10-21,6,"a_2024",1394
2024-10-21,7,"a_2024",473
2024-10-21,8,"a_2024",855
2024-10-21,9,"a_2024",2537
2024-10-21,10,"a_2024",60
2024-10-22,3,"a_2024",16
2024-10-22,4,"a_2024",121
2024-10-22,5,"a_2024",314
2024-10-22,6,"a_2024",1962
2024-10-22,7,"a_2024",624
2024-10-22,8,"a_2024",1008
2024-10-22,9,"a_2024",2523
2024-10-22,10,"a_2024",62
2024-10-22,11,"a_2024",5
2024-10-23,3,"a_2024",7
2024-10-23,4,"a_2024",20
2024-10-23,5,"a_2024",155
2024-10-23,6,"a_2024",1734
2024-10-23,7,"a_2024",519
2024-10-23,8,"a_2024",773
2024-10-23,9,"a_2024",2100
2024-10-23,10,"a_2024",64
2024-10-23,11,"a_2024",5
2024-10-24,3,"a_2024",6
2024-10-24,4,"a_2024",30
2024-10-24,5,"a_2024",182
2024-10-24,6,"a_2024",1990
2024-10-24,7,"a_2024",662
2024-10-24,8,"a_2024",696
2024-10-24,9,"a_2024",2173
2024-10-24,10,"a_2024",46
2024-10-25,3,"a_2024",5
2024-10-25,4,"a_2024",27
2024-10-25,5,"a_2024",150
2024-10-25,6,"a_2024",1781
2024-10-25,7,"a_2024",496
2024-10-25,8,"a_2024",844
2024-10-25,9,"a_2024",2443
2024-10-25,10,"a_2024",60
2024-10-26,3,"a_2024",5
2024-10-26,4,"a_2024",19
2024-10-26,5,"a_2024",199
2024-10-26,6,"a_2024",2355
2024-10-26,7,"a_2024",404
2024-10-26,8,"a_2024",632
2024-10-26,9,"a_2024",1501
2024-10-26,10,"a_2024",71
2024-10-27,3,"a_2024",5
2024-10-27,4,"a_2024",14
2024-10-27,5,"a_2024",55
2024-10-27,6,"a_2024",1287
2024-10-27,7,"a_2024",116
2024-10-27,8,"a_2024",140
2024-10-27,9,"a_2024",428
2024-10-27,10,"a_2024",11
2024-10-28,3,"a_2024",5
2024-10-28,4,"a_2024",17
2024-10-28,5,"a_2024",111
2024-10-28,6,"a_2024",1731
2024-10-28,7,"a_2024",373
2024-10-28,8,"a_2024",619
2024-10-28,9,"a_2024",1750
2024-10-28,10,"a_2024",43
2024-10-29,3,"a_2024",6
2024-10-29,4,"a_2024",20
2024-10-29,5,"a_2024",145
2024-10-29,6,"a_2024",2041
2024-10-29,7,"a_2024",409
2024-10-29,8,"a_2024",634
2024-10-29,9,"a_2024",1798
2024-10-29,10,"a_2024",57
2024-10-30,3,"a_2024",7
2024-10-30,4,"a_2024",19
2024-10-30,5,"a_2024",166
2024-10-30,6,"a_2024",1972
2024-10-30,7,"a_2024",428
2024-10-30,8,"a_2024",608
2024-10-30,9,"a_2024",1565
2024-10-30,10,"a_2024",39
2024-10-31,3,"a_2024",5
2024-10-31,4,"a_2024",24
2024-10-31,5,"a_2024",107
2024-10-31,6,"a_2024",1348
2024-10-31,7,"a_2024",295
2024-10-31,8,"a_2024",481
2024-10-31,9,"a_2024",1438
2024-10-31,10,"a_2024",28
2024-11-01,3,"a_2024",5
2024-11-01,4,"a_2024",17
2024-11-01,5,"a_2024",128
2024-11-01,6,"a_2024",1642
2024-11-01,7,"a_2024",290
2024-11-01,8,"a_2024",403
2024-11-01,9,"a_2024",1145
2024-11-01,10,"a_2024",35
2024-11-02,3,"a_2024",6
2024-11-02,4,"a_2024",20
2024-11-02,5,"a_2024",94
2024-11-02,6,"a_2024",1885
2024-11-02,7,"a_2024",203
2024-11-02,8,"a_2024",243
2024-11-02,9,"a_2024",630
2024-11-02,10,"a_2024",53
2024-11-03,3,"a_2024",5
2024-11-03,4,"a_2024",9
2024-11-03,5,"a_2024",83
2024-11-03,6,"a_2024",1200
2024-11-03,7,"a_2024",71
2024-11-03,8,"a_2024",84
2024-11-03,9,"a_2024",234
2024-11-03,10,"a_2024",16
2024-11-04,3,"a_2024",5
2024-11-04,4,"a_2024",25
2024-11-04,5,"a_2024",156
2024-11-04,6,"a_2024",1531
2024-11-04,7,"a_2024",380
2024-11-04,8,"a_2024",601
2024-11-04,9,"a_2024",1419
2024-11-04,10,"a_2024",43
2024-11-05,3,"a_2024",5
2024-11-05,4,"a_2024",19
2024-11-05,5,"a_2024",153
2024-11-05,6,"a_2024",1752
2024-11-05,7,"a_2024",368
2024-11-05,8,"a_2024",507
2024-11-05,9,"a_2024",1397
2024-11-05,10,"a_2024",49
2024-11-06,3,"a_2024",5
2024-11-06,4,"a_2024",13
2024-11-06,5,"a_2024",144
2024-11-06,6,"a_2024",1844
2024-11-06,7,"a_2024",352
2024-11-06,8,"a_2024",498
2024-11-06,9,"a_2024",1359
2024-11-06,10,"a_2024",48
2024-11-07,3,"a_2024",10
2024-11-07,4,"a_2024",18
2024-11-07,5,"a_2024",166
2024-11-07,6,"a_2024",2001
2024-11-07,7,"a_2024",355
2024-11-07,8,"a_2024",518
2024-11-07,9,"a_2024",1140
2024-11-07,10,"a_2024",45
2024-11-08,3,"a_2024",6
2024-11-08,4,"a_2024",18
2024-11-08,5,"a_2024",147
2024-11-08,6,"a_2024",1810
2024-11-08,7,"a_2024",359
2024-11-08,8,"a_2024",431
2024-11-08,9,"a_2024",1062
2024-11-08,10,"a_2024",33
2024-11-09,3,"a_2024",10
2024-11-09,4,"a_2024",20
2024-11-09,5,"a_2024",102
2024-11-09,6,"a_2024",1091
2024-11-09,7,"a_2024",184
2024-11-09,8,"a_2024",228
2024-11-09,9,"a_2024",546
2024-11-09,10,"a_2024",83
2024-11-10,4,"a_2024",5
2024-11-10,5,"a_2024",51
2024-11-10,6,"a_2024",580
2024-11-10,7,"a_2024",68
2024-11-10,8,"a_2024",196
2024-11-10,9,"a_2024",223
2024-11-10,10,"a_2024",35
2024-11-11,3,"a_2024",5
2024-11-11,4,"a_2024",26
2024-11-11,5,"a_2024",178
2024-11-11,6,"a_2024",1686
2024-11-11,7,"a_2024",317
2024-11-11,8,"a_2024",451
2024-11-11,9,"a_2024",1023
2024-11-11,10,"a_2024",45
2024-11-11,11,"a_2024",5
2024-11-12,3,"a_2024",7
2024-11-12,4,"a_2024",34
2024-11-12,5,"a_2024",173
2024-11-12,6,"a_2024",2010
2024-11-12,7,"a_2024",382
2024-11-12,8,"a_2024",467
2024-11-12,9,"a_2024",1022
2024-11-12,10,"a_2024",31
2024-11-13,3,"a_2024",7
2024-11-13,4,"a_2024",30
2024-11-13,5,"a_2024",256
2024-11-13,6,"a_2024",2279
2024-11-13,7,"a_2024",489
2024-11-13,8,"a_2024",416
2024-11-13,9,"a_2024",962
2024-11-13,10,"a_2024",40
2024-11-14,3,"a_2024",6
2024-11-14,4,"a_2024",24
2024-11-14,5,"a_2024",206
2024-11-14,6,"a_2024",2198
2024-11-14,7,"a_2024",256
2024-11-14,8,"a_2024",376
2024-11-14,9,"a_2024",728
2024-11-14,10,"a_2024",47
2024-11-15,3,"a_2024",5
2024-11-15,4,"a_2024",17
2024-11-15,5,"a_2024",171
2024-11-15,6,"a_2024",2150
2024-11-15,7,"a_2024",297
2024-11-15,8,"a_2024",378
2024-11-15,9,"a_2024",665
2024-11-15,10,"a_2024",35
2024-11-16,3,"a_2024",8
2024-11-16,4,"a_2024",18
2024-11-16,5,"a_2024",128
2024-11-16,6,"a_2024",1410
2024-11-16,7,"a_2024",123
2024-11-16,8,"a_2024",181
2024-11-16,9,"a_2024",381
2024-11-16,10,"a_2024",32
2024-11-17,3,"a_2024",5
2024-11-17,4,"a_2024",11
2024-11-17,5,"a_2024",80
2024-11-17,6,"a_2024",877
2024-11-17,7,"a_2024",52
2024-11-17,8,"a_2024",93
2024-11-17,9,"a_2024",213
2024-11-17,10,"a_2024",10
2024-11-18,3,"a_2024",5
2024-11-18,4,"a_2024",26
2024-11-18,5,"a_2024",197
2024-11-18,6,"a_2024",1993
2024-11-18,7,"a_2024",252
2024-11-18,8,"a_2024",344
2024-11-18,9,"a_2024",708
2024-11-18,10,"a_2024",36
2024-11-19,3,"a_2024",7
2024-11-19,4,"a_2024",17
2024-11-19,5,"a_2024",184
2024-11-19,6,"a_2024",2434
2024-11-19,7,"a_2024",278
2024-11-19,8,"a_2024",304
2024-11-19,9,"a_2024",546
2024-11-19,10,"a_2024",32
2024-11-20,3,"a_2024",8
2024-11-20,4,"a_2024",25
2024-11-20,5,"a_2024",204
2024-11-20,6,"a_2024",2365
2024-11-20,7,"a_2024",247
2024-11-20,8,"a_2024",259
2024-11-20,9,"a_2024",553
2024-11-20,10,"a_2024",37
2024-11-21,3,"a_2024",5
2024-11-21,4,"a_2024",22
2024-11-21,5,"a_2024",231
2024-11-21,6,"a_2024",2322
2024-11-21,7,"a_2024",293
2024-11-21,8,"a_2024",311
2024-11-21,9,"a_2024",631
2024-11-21,10,"a_2024",43
2024-11-22,3,"a_2024",5
2024-11-22,4,"a_2024",15
